Name of movie,Year of release,Watchtime,Genre,Classification,Movie Rating,Metascore,Votes,Gross collection,Des,id,keywords
Dark Phoenix,2019,113,"Action, Adventure, Sci-Fi",PG-13,5.7,43,"203,865","252,442,974","Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity.",,"mutant, marvel comic, based on comic, superhuman, beast, cyclops, aftercreditsstinger"
Shazam!,2019,132,"Action, Adventure, Comedy",PG-13,7,71,"383,467","367,799,011",A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,,duringcreditsstinger
Avengers: Endgame,2019,181,"Action, Adventure, Drama",PG-13,8.4,78,"1,258,255","2,799,439,100","After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",,"civil war, war, marvel comic, sequel, superhero, based on comic, imax, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe, 3d"
The Addams Family,2019,86,"Animation, Comedy, Family",PG,5.8,46,"44,711","204,394,183",The eccentrically macabre family moves to a bland suburb where Wednesday Addams' friendship with the daughter of a hostile and conformist local reality show host exacerbates conflict between the families.,,"dead wish, vampire, black humor, uncle, eccentric, werewolf, macabre, loan shark, accountant"
Godzilla: King of the Monsters,2019,132,"Action, Adventure, Fantasy",PG-13,6,48,"203,742","387,300,138","The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.",,"monster, infant, energy supply, company, rivalry, hijinks, best friend, scream, conveyor belt, energy company, friend"
Little Women,2019,135,"Drama, Romance",PG,7.8,91,"243,343","218,843,645","Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",,"divorce, divorced woman, reunited friends"
Terminator: Dark Fate,2019,128,"Action, Adventure, Sci-Fi",R,6.2,54,"192,403","261,119,292","An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race.",,"saving the world, artificial intelligence, cyborg, killer robot, future, time travel, dystopia, sequel, fiction, duringcreditsstinger, 3d"
Aladdin,2019,128,"Adventure, Comedy, Family",PG,6.9,53,"288,921","1,054,304,000","Aladdin, a kind thief, woos Jasmine, the princess of Agrabah, with the help of Genie. When Jafar, the grand vizier, tries to usurp the king, Jasmine, Aladdin and Genie must stop him from succeeding.",,"magic, musical, cartoon, princess, love, comedy, animation, monkey, arab, aftercreditsstinger, genie, animal sidekick"
Toy Story 4,2019,100,"Animation, Adventure, Comedy",G,7.7,84,"278,764","1,073,841,394","When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",,"museum, prosecution, identity crisis, airplane, flea market, collector, teamwork, friendship, rescue team, garage sale, duringcreditsstinger, toy comes to life, personification, inanimate objects coming to life"
Star Wars: Episode IX - The Rise of Skywalker,2019,141,"Action, Adventure, Fantasy",PG-13,6.4,53,"491,057","1,077,022,372","In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come.",,"senate, investigation, army, death star, jedi, cult figure, wedding, violence, kendo, laser gun, space opera, spaceport, teenage rebellion, good becoming evil, alien race, mechanical hand, yoda"
Once Upon a Time... in Hollywood,2019,161,"Comedy, Drama",R,7.6,84,"841,512","377,617,598",A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,,"coup d'etat, slacker, easter, easter bunny, aftercreditsstinger, live action and animation"
Ford v Ferrari,2019,152,"Action, Biography, Drama",PG-13,8.1,81,"465,726","225,508,210",American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,,"car race, car journey, auto, route 66, wrecker, porsche, retirement, media, friendship, sport, rural setting, anthropomorphism, los angeles, road movie, aftercreditsstinger, duringcreditsstinger"
Better Days,2019,135,"Crime, Drama, Romance",,7.6,83,"12,919","225,918,798","While she copes the the pressures of her final examinations, a bullied teenage girl forms an unlikely friendship with a mysterious young man who protects her from her assailants.",,"england, based on novel, depression, small town, wheelchair, caretaker, caregiver, disabled, twenty something, woman director, romantic drama, dead end job, accident"
Jumanji: The Next Level,2019,123,"Action, Adventure, Comedy",PG-13,6.7,58,"281,049","801,693,929","In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.",,"board game, disappearance, based on children's book, new home, recluse, giant insect"
Joker,2019,122,"Crime, Drama, Thriller",R,8.4,59,"1,473,912","1,078,958,282","During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",,"double life, dc comics, dual identity, chemical, crime fighter, fictional place, gotham city, superhero, super powers"
Knives Out,2019,130,"Comedy, Crime, Drama",PG-13,7.9,82,"769,858","312,897,920","A detective investigates the death of the patriarch of an eccentric, combative family.",,"dead wish, vampire, black humor, uncle, eccentric, werewolf, macabre, loan shark, accountant"
The Lego Movie 2: The Second Part,2019,107,"Animation, Action, Adventure",PG,6.5,65,"76,261","199,603,202","It's been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild.",,"father son relationship, creativity, friendship, part live action, toys, based on toy, falling in love, super powers, duringcreditsstinger, different worlds, lego, batman"
Glass,2019,129,"Drama, Horror, Sci-Fi",PG-13,6.6,43,"265,840","246,999,039","Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.",,"museum, theodore roosevelt, duringcreditsstinger, amelia earhart, smithsonian"
Dumbo,2019,112,"Adventure, Family, Fantasy",PG,6.3,51,"82,236","353,284,621","A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",,"madagascar, 3d"
Annabelle Comes Home,2019,106,"Horror, Mystery, Thriller",R,5.9,53,"86,616","231,252,591","While babysitting the daughter of Ed and Lorraine Warren, a teenager and her friend unknowingly awaken an evil spirit trapped in a doll.",,"london england, england, 1970s, spirit, single mother, demon, paranormal investigation, demonic possession, valak, annabelle"
Captain Marvel,2019,123,"Action, Adventure, Sci-Fi",PG-13,6.8,64,"608,338","1,131,416,446",Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,,"elves, dwarves, orcs, middle-earth (tolkien), hobbit, based on novel, mountain, fireworks, castle, volcano, password, death of a friend, uncle, mirror, wizard, sword and sorcery"
Spider-Man: Far from Home,2019,129,"Action, Adventure, Comedy",PG-13,7.4,69,"552,981","1,131,927,996","Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever.",,"loss of lover, spider, thanksgiving, bad boss, hostility, marvel comic, superhero, pokies, evil, reference to superman, goblin"
The Bravest,2019,118,"Action, Drama",PG-13,5.7,,"1,115","245,179,562",Chinese firefighters struggle to contain a huge fire after an oil pipeline explodes.,,"british, mission, oil, heiress, bilbao spain, british secret service"
John Wick: Chapter 3 - Parabellum,2019,130,"Action, Crime, Thriller",R,7.4,73,"423,462","328,349,387","John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.",,"saving the world, artificial intelligence, prophecy, san francisco, cyborg, killer robot, gas station, post-apocalyptic, dystopia, army, firearm, wartime, los angeles"
Us,2019,116,"Horror, Mystery, Thriller",R,6.8,81,"339,139","256,067,149","Adelaide Wilson and her family are attacked by mysterious figures dressed in red. Upon closer inspection, the Wilsons realize that the intruders are exact lookalikes of them.",,"saving the world, witch, based on novel, brother sister relationship, self sacrifice, winter, cupboard, beaver, lion, fairy-tale figure, battle, narnia, fantasy world, duringcreditsstinger"
1917,2019,119,"Action, Drama, War",R,8.2,78,"670,486","384,579,472","April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",,"airplane, number in title, airplane crash, violence, beard, ensemble cast, loss of friend, wisecrack humor, airport lounge, asian woman"
Frozen II,2019,103,"Animation, Adventure, Comedy",PG,6.8,64,"193,420","1,453,683,476","Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom.",,"queen, musical, princess, betrayal, snowman, animation, reindeer, curse, snow, troll, mountain climber, aftercreditsstinger, woman director, 3d"
Maleficent: Mistress of Evil,2019,119,"Adventure, Family, Fantasy",PG,6.6,43,"118,229","491,730,089","Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",,"fairy tale, villain, sleeping beauty, dark fantasy, based on fairy tale, adaptation, retelling, literary adaptation, 3d"
Men in Black: International,2019,114,"Action, Adventure, Comedy",PG-13,5.6,38,"146,336","253,890,701","The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest threat to date: a mole in the Men in Black organization.",,"saving the world, secret identity, sun glasses, undercover, space marine, illegal immigration, deportation, new identity, flying saucer, light, firearm, alien, fictional government agency"
